ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
491,1.205603,0.305499,0.499569,0.333333,0.779587
492,1.204160,0.304878,0.499568,0.333333,0.780751
493,1.202729,0.304260,0.499568,0.333333,0.782037
494,1.201305,0.303644,0.499568,0.333333,0.785416
495,1.199887,0.303030,0.499568,0.333333,0.787857
496,1.198474,0.302419,0.499567,0.333333,0.789107
497,1.197067,0.301811,0.499567,0.333333,0.790828
498,1.195665,0.301205,0.499567,0.333333,0.792087
499,1.194270,0.300601,0.499566,0.333333,0.793544
500,1.192880,0.300000,0.499566,0.333333,0.794873
501,1.191497,0.299401,0.499566,0.333333,0.796093
502,1.190119,0.298805,0.499566,0.333333,0.797477
503,1.188747,0.298211,0.499566,0.333333,0.798873
504,1.187379,0.297619,0.499566,0.333333,0.800057
