ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
391,0.999941,0.255754,0.999947,0.333333,0.164412
392,0.999941,0.255102,0.999947,0.333333,0.164728
393,0.999941,0.254453,0.999947,0.333333,0.165047
394,0.999941,0.253807,0.999947,0.333333,0.165357
395,0.999941,0.253165,0.999947,0.333333,0.165842
396,0.999941,0.252525,0.999947,0.333333,0.166166
397,0.999941,0.251889,0.999947,0.333333,0.166497
398,0.999942,0.251256,0.999947,0.333333,0.166824
399,0.999941,0.250627,0.999947,0.333333,0.167139
400,0.999941,0.250000,0.999947,0.333333,0.167457
401,0.999942,0.251870,0.999947,0.333333,0.167775
402,0.999942,0.253731,0.999947,0.333333,0.168100
403,0.999942,0.255583,0.999947,0.333333,0.168419
404,0.999942,0.257426,0.999947,0.333333,0.168747
405,0.999942,0.259259,0.999947,0.333333,0.169075
406,0.999942,0.261084,0.999947,0.333333,0.170603
407,0.999942,0.262899,0.999947,0.333333,0.173039
408,0.999943,0.264706,0.999947,0.333333,0.173547
409,0.999943,0.266504,0.999947,0.333333,0.173960
410,0.999943,0.268293,0.999947,0.333333,0.174348
411,0.999943,0.270073,0.999947,0.333333,0.174722
412,0.999943,0.271845,0.999947,0.333333,0.175049
413,0.999943,0.273608,0.999947,0.333333,0.175375
414,0.999943,0.275362,0.999947,0.333333,0.175707
415,0.999943,0.277108,0.999947,0.333333,0.176032
416,0.999944,0.278846,0.999947,0.333333,0.176360
417,0.999944,0.280576,0.999947,0.333333,0.176685
418,0.999944,0.282297,0.999947,0.333333,0.177009
419,0.999944,0.284010,0.999947,0.333333,0.177329
420,0.999944,0.285714,0.999947,0.333333,0.177930
421,0.999944,0.287411,0.999947,0.333333,0.178246
422,0.999944,0.289100,0.999947,0.333333,0.178579
423,0.999944,0.290780,0.999947,0.333333,0.178912
424,0.999945,0.292453,0.999947,0.333333,0.179244
425,0.999945,0.294118,0.999947,0.333333,0.179586
426,0.999945,0.295775,0.999947,0.333333,0.179955
427,0.999945,0.297424,0.999947,0.333333,0.180277
428,0.999945,0.299065,0.999947,0.333333,0.180609
429,0.999945,0.300699,0.999947,0.333333,0.180945
430,0.999945,0.302326,0.999947,0.333333,0.181266
431,0.999945,0.303944,0.999947,0.333333,0.181928
432,0.999946,0.305556,0.999947,0.333333,0.182250
433,0.999946,0.307159,0.999947,0.333333,0.182580
434,0.999946,0.308756,0.999947,0.333333,0.182903
435,0.999946,0.310345,0.999947,0.333333,0.183231
436,0.999946,0.311927,0.999947,0.333333,0.183565
437,0.999946,0.313501,0.999947,0.333333,0.183889
438,0.999946,0.315068,0.999947,0.333333,0.184209
439,0.999946,0.316629,0.999947,0.333333,0.184533
440,0.999946,0.318182,0.999947,0.333333,0.184852
441,0.999947,0.319728,0.999947,0.333333,0.185176
442,0.999947,0.321267,0.999947,0.333333,0.185859
443,0.999947,0.322799,0.999947,0.333333,0.186426
444,0.999947,0.324324,0.999947,0.333333,0.186768
445,0.999947,0.325843,0.999947,0.333333,0.187109
446,0.999947,0.327354,0.999947,0.333333,0.187445
447,0.999947,0.328859,0.999947,0.333333,0.187925
448,0.999947,0.330357,0.999947,0.333333,0.188244
449,0.999948,0.331849,0.999947,0.333333,0.188569
450,0.999948,0.333333,0.999947,0.333333,0.188896
451,0.999948,0.332594,0.999947,0.333333,0.189236
452,0.999947,0.331858,0.999947,0.333333,0.189705
453,0.999947,0.331126,0.999947,0.333333,0.190038
454,0.999947,0.330396,0.999947,0.333333,0.190936
455,0.999947,0.329670,0.999947,0.333333,0.194536
456,0.999947,0.328947,0.999947,0.333333,0.195878
457,0.999946,0.328228,0.999947,0.333333,0.196306
458,0.999946,0.327511,0.999947,0.333333,0.196676
459,0.999946,0.326797,0.999947,0.333333,0.197109
460,0.999946,0.326087,0.999947,0.333333,0.197738
461,0.999946,0.325380,0.999947,0.333333,0.198069
462,0.999946,0.324675,0.999947,0.333333,0.198399
463,0.999945,0.323974,0.999947,0.333333,0.198738
464,0.999944,0.323276,0.999947,0.333333,0.199064
465,0.999944,0.322581,0.999947,0.333333,0.199407
466,0.999944,0.321888,0.999947,0.333333,0.199731
467,0.999944,0.321199,0.999947,0.333333,0.200058
468,0.999944,0.320513,0.999947,0.333333,0.200384
469,0.999944,0.319829,0.999947,0.333333,0.200703
470,0.999944,0.319149,0.999947,0.333333,0.201018
471,0.999944,0.318471,0.999947,0.333333,0.201333
472,0.999944,0.317797,0.999947,0.333333,0.201670
473,0.999944,0.317125,0.999947,0.333333,0.201991
474,0.999944,0.316456,0.999947,0.333333,0.202314
475,0.999944,0.315789,0.999946,0.333333,0.202675
476,0.999944,0.315126,0.999946,0.333333,0.202999
477,0.999944,0.314465,0.999946,0.333333,0.203317
478,0.999944,0.313808,0.999946,0.333333,0.203644
479,0.999944,0.313152,0.999946,0.333333,0.203968
480,0.999944,0.312500,0.999946,0.333333,0.204295
481,0.999944,0.311850,0.999946,0.333333,0.204627
482,0.999944,0.311203,0.999946,0.333333,0.204954
483,0.999944,0.310559,0.999946,0.333333,0.205281
484,0.999944,0.309917,0.999946,0.333333,0.205859
485,0.999943,0.309278,0.999946,0.333333,0.206180
486,0.999943,0.308642,0.999946,0.333333,0.206495
487,0.999943,0.308008,0.999946,0.333333,0.206815
488,0.999943,0.307377,0.999946,0.333333,0.207446
489,0.999942,0.306748,0.999946,0.333333,0.207771
490,0.999942,0.306122,0.999946,0.333333,0.208098
