ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
486,0.144003,0.104938,0.138037,0.250000,0.203552
487,0.144071,0.104723,0.138137,0.250000,0.203862
488,0.144044,0.104508,0.138074,0.250000,0.204171
489,0.143980,0.106339,0.137974,0.250000,0.204483
490,0.143953,0.106122,0.137915,0.250000,0.204795
491,0.144021,0.105906,0.138017,0.250000,0.205106
492,0.143994,0.105691,0.137953,0.250000,0.205428
493,0.143930,0.107505,0.137851,0.250000,0.205747
494,0.143903,0.107287,0.137792,0.250000,0.206059
495,0.143972,0.107071,0.137894,0.250000,0.206597
496,0.143944,0.106855,0.137829,0.250000,0.206917
497,0.143880,0.108652,0.137727,0.250000,0.207226
498,0.143853,0.108434,0.137666,0.250000,0.207534
499,0.143922,0.108216,0.137770,0.250000,0.207850
